chr,start,end,strand,symbol,length,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,RAS/CAS,PValueRAS/CAS,FDR,RAS/WT,PValueRAS/WT,FDR,P53KO/WT,PValueP53KO/WT,FDR,CAS/WT,PValueCAS/WT,FDR,Name
chr8,8617438,8660773,-,Efnb2,4324,129,172,168,138,299,131,79,154,0.53,0.410228705,0.644561903,0.6,0.611651608,1,0.56612252,0.864134773,1,0.075876281,0.186476033,0.313990943,ephrin B2
chr11,69367593,69373739,-,Efnb3,3220,44,34,57,30,17,8,4,0,-1.9,0.001305244,0.004041283,0.64,0.097689395,0.331088079,2.987782137,4.04E-07,3.25E-06,2.539886083,1.03E-05,3.48E-05,ephrin B3
chr15,65618602,65705374,+,Efr3a,5233,1046,1529,2523,2522,3754,2850,1885,2399,0.26,0.190173057,0.339735709,-0.34,0.093174558,0.319576995,-0.990113235,3.35E-06,2.29E-05,-0.600811173,0.00290302,0.007057871,EFR3 homolog A
chr12,3962553,4038915,-,Efr3b,6570,41,68,53,54,188,87,20,32,1.52,0.000562928,0.00186174,1.88,0.000329634,0.003389686,0.860194222,0.057815191,0.140194599,0.351233503,0.722352095,0.983563551,EFR3 homolog B
chr14,55535379,55545625,-,Efs,3577,8,10,32,40,26,15,12,10,-0.48,0.029920636,0.068487696,-0.2,0.846004943,1,-0.65547105,0.371514342,0.645194538,0.283171135,0.099668091,0.180733961,embryonal Fyn-associated substrate
chr7,89797123,89926362,+,Eftud1,3657,312,488,735,680,1307,828,549,489,0.52,0.037222503,0.083138008,-0.08,0.956725047,1,-0.955586911,0.002798665,0.010010923,-0.600500713,0.045147998,0.088535944,elongation factor like GPTase 1
chr11,102699785,102742289,-,Eftud2,3361,1505,1612,3853,3414,2889,1872,1252,1266,-0.73,0.000140875,0.000520831,-0.13,0.589382742,1,0.124640182,0.903839722,1,0.600064652,0.001147872,0.002971654,elongation factor Tu GTP binding domain containing 2
chr3,129380492,129458240,-,Egf,4781,25,19,224,110,92,38,19,18,-1.55,5.42E-04,1.80E-03,0.95,0.144870263,0.433361426,0.259517806,1,1,2.49659695,3.19E-06,1.14E-05,epidermal growth factor
chr7,51268053,51272339,+,Egfbp2,875,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,epidermal growth factor binding protein type B
chr3,28981498,29589978,+,Egfem1,2829,11,16,6,2,27,20,20,38,1.37,0.000653161,0.002131348,-0.87,0.024241545,0.118008696,-0.923451633,0.020895628,0.058627838,-2.244081135,1.90E-07,7.65E-07,EGF-like and EMI domain containing 1
chrX,162960938,163023648,-,Egfl6,2712,6,4,77,115,2,2,4,2,-4.42,7.12E-15,8.96E-14,-1.57,0.284206572,0.668450635,0.371298249,0.833921142,1,2.852466518,1.27E-09,6.22E-09,"EGF-like-domain, multiple 6"
chr2,26436575,26448202,+,Egfl7,1638,3287,3046,1943,1645,2966,1627,897,787,0.3,0.381981955,0.607490634,0.39,0.104937146,0.347795104,1.731358638,5.01E-11,7.44E-10,0.09371348,0.452679454,0.674808885,EGF-like domain 7
chr17,34750294,34752916,-,Egfl8,1163,324,320,223,96,241,58,23,20,-0.18,0.496585168,0.752225219,2.06,0.001211831,0.010496926,3.611245432,4.49E-12,7.79E-11,2.232799751,0.000133009,0.000395639,EGF-like domain 8
chr15,7156119,7348304,-,Egflam,4800,0,12,24,36,52,29,30,24,0.89,0.685705854,0.942723855,-0.51,0.474868801,0.909581384,-4.804586495,0.000754347,0.003114411,-1.400957209,0.26403343,0.427873713,"EGF-like, fibronectin type III and laminin G domains"
chr11,16652205,16813910,+,Egfr,6466,8971,11256,5687,5376,28947,22858,13674,16729,2.03,1.34E-22,3.71E-21,-0.25,0.293857918,0.681358678,-0.749018026,2.92E-05,0.000165543,-2.28658046,9.89E-27,1.67E-25,epidermal growth factor receptor
chr8,127432486,127473154,-,Egln1,3529,1352,1805,2564,2559,3783,2509,1432,1752,0.25,0.365154229,0.58545597,0.07,0.854407391,1,-0.223749989,0.108945166,0.239898206,-0.18127442,0.277403326,0.446953417,egl-9 family hypoxia-inducible factor 1
chr7,27943676,27951821,-,Egln2,2113,3006,3573,3191,2555,5308,3465,2950,3137,0.42,0.006776354,0.018138961,-0.49,0.0072595,0.04567157,-0.113789829,0.329373633,0.587012518,-0.90705717,8.77E-08,3.67E-07,egl-9 family hypoxia-inducible factor 2
chr12,55279967,55304861,-,Egln3,2681,752,1113,1016,806,1341,857,1030,1054,0.08,0.484265093,0.736876892,-0.95,2.08E-05,0.000297029,-0.594642593,0.035024225,0.09144624,-1.038317884,7.94E-07,3.01E-06,egl-9 family hypoxia-inducible factor 3
chr18,35020860,35024610,+,Egr1,3074,314,599,1531,1282,1791,1175,1795,1075,-0.09,0.925393113,1,-1.34,0.013531564,0.075232906,-2.654944414,1.13E-06,8.44E-06,-1.249641204,0.017459688,0.037267005,early growth response 1
chr10,67000616,67004936,+,Egr2,2967,39,50,248,166,115,40,2,2,-1.35,4.99E-05,1.98E-04,3.97,1.86E-10,6.95E-09,3.551786285,4.90E-10,6.33E-09,5.321751919,3.38E-21,3.89E-20,early growth response 2
chr14,70477251,70479964,+,Egr3,1418,0,4,77,30,8,2,2,4,-3.14,6.16E-06,2.81E-05,0.61,0.834591245,1,-1.454976068,0.429810643,0.727357413,3.748292544,9.76E-05,0.000296064,early growth response 3
chr6,85461115,85463536,-,Egr4,2102,0,2,6,2,0,0,0,0,-1.98,0.025638225,0.059714606,0,1,1,0,0.528653958,0.844873917,1.979799957,0.062320969,0.118599683,early growth response 4
chr11,21905828,22186798,-,Ehbp1,5073,302,504,440,330,939,628,415,541,0.77,0.000404189,0.0013739,-0.16,0.238413867,0.60023164,-0.599171613,0.030755485,0.081744423,-0.928995211,3.25E-06,1.16E-05,EH domain binding protein 1
chr19,5707373,5726317,-,Ehbp1l1,6462,3006,4211,7673,5768,4875,1585,549,297,-0.97,2.77E-05,0.000114801,1.81,7.09E-09,1.96E-07,2.308157879,4.28E-18,1.56E-16,2.780188974,3.03E-21,3.50E-20,EH domain binding protein 1-like 1
chr19,6276895,6300096,+,Ehd1,3187,2875,3128,2644,2814,5726,3527,2613,2168,0.8,0.00233671,0.006903781,-0.2,0.698536919,1,-0.003146949,0.836291873,1,-1.004713843,0.000628008,0.001692556,EH-domain containing 1
chr7,16534335,16552884,-,Ehd2,3064,152,155,360,375,350,192,125,99,-0.34,0.023465501,0.055179424,0.15,0.419099721,0.839427519,0.140573419,0.553470134,0.862658188,0.492219275,0.002666902,0.006528895,EH-domain containing 3
chr17,74154180,74181433,+,Ehd3,3664,1601,2519,762,893,3463,2461,2979,2517,1.87,7.50E-14,8.58E-13,-1.12,6.10E-05,0.000762685,-1.03675803,0.00115017,0.00452973,-2.989872601,1.70E-28,3.30E-27,EH-domain containing 3
chr2,119915222,119980311,-,Ehd4,3393,707,1465,3256,3119,2099,790,413,247,-0.94,1.65E-05,7.08E-05,1.01,0.00124035,0.010696003,0.629990569,1.40E-05,8.50E-05,1.952918183,3.47E-13,2.27E-12,EH-domain containing 4
chr2,103103589,103143353,-,Ehf,4396,22,28,131,117,79,47,38,24,-1.01,2.61E-03,7.64E-03,-0.27,1,1,-0.902741103,0.184367637,0.368354874,0.735380401,0.005067318,0.011842766,ets homologous factor
chr16,21761357,21787907,-,Ehhadh,3017,3899,4867,2014,2083,15509,13244,19871,20130,2.63,1.39E-33,9.78E-32,-1.69,1.69E-11,7.45E-10,-2.49014181,1.01E-28,1.05E-26,-4.323417464,1.46E-67,3.03E-65,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
chr2,24646293,24775110,-,Ehmt1,5110,889,1328,1977,1562,2211,1246,906,1044,-0.15,0.477758891,0.729316646,-0.05,0.359205315,0.760827372,-0.16847602,0.608589859,0.914498145,0.105177717,0.834775507,1,euchromatic histone methyltransferase 1
chr17,35035443,35050992,+,Ehmt2,4089,4120,4995,8444,6237,10327,5494,3265,2963,-0.02,0.862824313,1,0.33,0.132274786,0.407538915,0.194451786,0.183753049,0.367411242,0.349831962,0.09344924,0.170633686,euchromatic histone lysine N-methyltransferase 2
chr9,36586737,36604978,-,Ei24,2303,5375,6971,5935,5999,17315,13865,8943,10445,1.23,4.09E-10,3.15E-09,-0.38,0.139594345,0.422253362,-0.875364464,3.99E-06,2.68E-05,-1.612618991,2.13E-14,1.53E-13,etoposide induced 2.4 mRNA
chr2,125498835,125501378,+,Eid1,2544,745,1091,5891,5302,812,514,299,297,-3.17,3.38E-49,5.66E-47,0.1,0.55659448,0.983146289,1.172483738,5.11E-10,6.57E-09,3.274221156,9.67E-51,8.61E-49,EP300 interacting inhibitor of differentiation 1
chr7,29052899,29054187,+,Eid2,1289,45,67,103,63,58,40,16,8,-1.16,0.019491164,0.046804572,0.46,0.027380098,0.129384603,1.271857706,1.50E-05,9.02E-05,1.614370172,1.61E-05,5.34E-05,EP300 interacting inhibitor of differentiation 2
chr7,29062724,29065148,+,Eid2b,2425,168,238,388,391,480,335,214,162,-0.01,0.858434402,1,-0.18,0.711876579,1,-0.490472392,0.491948138,0.809521683,-0.168808432,0.581560242,0.821681302,EP300 interacting inhibitor of differentiation 2B
chr10,82329370,82330674,+,Eid3,1305,42,12,27,34,12,4,4,0,-1.11,0.013139676,0.032902281,0.27,0.501354977,0.939231468,2.945367817,0.000745293,0.003083603,1.38052268,0.002746819,0.006707784,EP300 interacting inhibitor of differentiation 3
chr11,100181309,100183410,+,Eif1,1215,15272,13028,13920,14630,25041,17609,10242,9662,0.53,0.063126346,0.132167233,-0.05,0.718163533,1,0.435389429,0.334864124,0.594911811,-0.578572321,0.134075936,0.235345114,eukaryotic translation initiation factor 1
chr18,46757357,46769879,+,Eif1a,2882,4095,4407,4357,3876,5472,3874,2179,2445,0.01,0.680309443,0.936856569,-0.01,0.970194346,1,0.769023232,0.001932749,0.007207493,-0.021504628,0.709911814,0.969352361,eukaryotic translation initiation factor 1A
chr19,5366812,5371511,+,Eif1ad,2475,1462,1581,2358,2212,3002,2031,1436,1392,0.03,0.901574279,1,-0.27,0.346862278,0.745230598,-0.114850648,0.36228329,0.632566766,-0.305941873,0.286891309,0.459912673,eukaryotic translation initiation factor 1A domain containing
chrX,155810126,155823631,+,Eif1ax,933,2112,1872,2427,2751,2843,2017,1272,1506,-0.09,0.350119734,0.565015112,-0.18,0.371774383,0.777331234,0.59062273,0.264088603,0.492253701,-0.090373539,0.971365642,1,eukaryotic translation initiation factor 1A
chr9,120401723,120404445,+,Eif1b,921,1664,1832,2166,2145,2858,1835,1044,1060,0.09,0.984879697,1,0.12,0.501192986,0.939029748,0.531221423,0.023905831,0.065872839,0.030824447,0.488380942,0.720587461,eukaryotic translation initiation factor 1B
chr3,58329742,58361423,+,Eif2a,2313,1564,2078,3111,2990,4755,3384,1948,2065,0.3,0.102014039,0.200457113,-0.05,0.946181902,1,-0.457553962,0.020509189,0.057724785,-0.346003668,0.118678714,0.211331953,"eukaryotic translation initiation factor 2, subunit 1 alpha"
chr5,144578660,144663586,+,Eif2ak1,2802,1057,1807,2139,2146,4497,3192,2305,2506,0.76,0.000436038,0.001473539,-0.37,0.110730737,0.361075113,-1.265538663,3.96E-07,3.19E-06,-1.129121608,3.95E-07,1.55E-06,eukaryotic translation initiation factor 2 alpha kinase 1
chr17,79251889,79281912,-,Eif2ak2,4342,569,679,2122,1786,1917,971,546,688,-0.46,0.025520073,0.059463254,0.48,0.539354919,0.971498584,-0.080710854,0.307048027,0.554279645,0.936490769,0.004657689,0.010941545,eukaryotic translation initiation factor 2-alpha kinase 2
chr6,70794520,70855234,+,Eif2ak3,4513,920,1258,1457,1245,1615,1004,545,808,-0.17,0.493020495,0.747800306,0.23,0.761138832,1,0.613886603,0.11950395,0.259098031,0.397619006,0.708773128,0.968023478,eukaryotic translation initiation factor 2 alpha kinase 3
chr2,118214352,118300970,+,Eif2ak4,5288,489,652,1310,1051,1513,814,470,498,-0.11,0.44923957,0.693571223,0.35,0.335441873,0.733622586,-0.08391232,0.780876743,1,0.457506425,0.08673157,0.159667434,eukaryotic translation initiation factor 2 alpha kinase 4
chr5,125020222,125029066,-,Eif2b1,1947,1322,1395,1677,1608,3407,2120,1463,1386,0.71,0.000851911,0.002730062,-0.12,0.692255652,1,-0.286747685,0.060227838,0.145256845,-0.824343921,0.000206663,0.00059774,"eukaryotic translation initiation factor 2B, subunit 1 (alpha)"
chr12,86560462,86567578,+,Eif2b2,1581,731,843,1639,1690,1817,1177,981,738,-0.16,0.185348752,0.332805764,-0.45,0.294622348,0.68190652,-0.564779417,0.051673239,0.127279922,-0.282223655,0.791128679,1,"eukaryotic translation initiation factor 2B, subunit 2 beta"
chr4,116692012,116759457,+,Eif2b3,4034,703,651,853,809,1198,898,641,489,0.17,0.313665791,0.517424371,-0.44,0.646727693,1,-0.007348128,0.958437727,1,-0.609840917,0.144385047,0.251537368,"eukaryotic translation initiation factor 2B, subunit 3"
chr5,31489930,31495512,-,Eif2b4,2113,2329,2157,2305,2082,3881,2640,1931,1746,0.44,0.021770239,0.051631836,-0.33,0.347005147,0.745392329,0.129513566,0.94811008,1,-0.765543871,0.001280613,0.003296936,"eukaryotic translation initiation factor 2B, subunit 4 delta"
chr16,20498889,20509398,+,Eif2b5,2572,1868,2169,2724,2600,4106,2735,2308,2351,0.28,0.190884319,0.340822954,-0.5,0.012751015,0.071821037,-0.445831551,0.007874247,0.024975774,-0.782098771,0.000154556,0.000456112,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
chr1,133049783,133070048,+,Eif2d,2306,1209,1418,2236,2047,3218,2413,1684,1402,0.21,0.135727852,0.256219257,-0.4,0.512098936,0.947840949,-0.618634065,0.009456027,0.02929717,-0.612177714,0.032322813,0.065212446,eukaryotic translation initiation factor 2D
chr12,79963058,79987997,+,Eif2s1,3160,3402,2751,4954,5093,4188,2884,1921,1824,-0.56,0.00546264,0.01496543,-0.21,0.670081676,1,0.683471802,0.043958388,0.110837902,0.344898553,0.018881338,0.040011152,"eukaryotic translation initiation factor 2, subunit 1 alpha"
chr2,154697145,154718642,-,Eif2s2,2522,5669,4149,5404,5387,6685,4767,2598,2634,-0.01,0.921281416,1,0.03,0.604793886,1,0.984610792,0.006296466,0.020474306,0.035112407,0.537474512,0.778880567,"eukaryotic translation initiation factor 2, subunit 2 (beta)"
chrX,91434047,91457990,-,Eif2s3x,3599,2579,3679,4226,4210,6912,5303,3259,3944,0.4,0.031568933,0.071836092,-0.25,0.253417085,0.625203085,-0.478513432,0.012751486,0.038203497,-0.646402442,0.00104014,0.002708443,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
chrY,347054,365037,+,Eif2s3y,1779,3034,3753,5086,3701,6011,3943,2666,2392,-0.07,0.694006679,0.952052136,-0.16,0.813813155,1,0.045449389,0.495180162,0.813975595,-0.088838217,0.529673511,0.77016908,"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
chr19,60837018,60866596,-,Eif3a,5198,10545,8970,11824,10903,13168,8619,6204,6880,-0.16,0.422290526,0.659766845,-0.25,0.204618351,0.542103338,0.624292473,0.16742432,0.339879559,-0.090707312,0.640461502,0.891383716,"eukaryotic translation initiation factor 3, subunit A"
chr5,140895258,140919312,+,Eif3b,2985,4716,5410,8075,7363,10556,6624,5606,5401,0.07,0.877146732,1,-0.42,0.036224398,0.159805431,-0.390307712,0.026484124,0.071894759,-0.494620803,0.02455275,0.050666481,"eukaryotic translation initiation factor 3, subunit B"
chr7,133690424,133709880,-,Eif3c,2903,2899,3650,5868,5925,10254,7217,6105,6180,0.49,0.017443436,0.042368881,-0.59,0.00884001,0.053389248,-1.215125308,5.38E-10,6.89E-09,-1.078329399,7.01E-07,2.68E-06,"eukaryotic translation initiation factor 3, subunit C"
chr15,77789427,77801254,-,Eif3d,1925,3378,3940,5645,5512,7339,5166,4491,3667,0.06,0.788457495,1,-0.63,0.051360703,0.206366309,-0.55173804,0.026874769,0.072810636,-0.691340131,0.026727685,0.054813925,"eukaryotic translation initiation factor 3, subunit D"
chr15,43081585,43114282,-,Eif3e,1554,5626,5122,10023,10936,8019,5968,2832,3125,-0.64,0.002921491,0.008449964,0.17,0.316929155,0.712754697,0.849199261,0.012582738,0.037756338,0.801787586,7.65E-05,0.000234637,"eukaryotic translation initiation factor 3, subunit E"
chr7,116077928,116085456,+,Eif3f,1515,6684,5838,10734,11040,11953,8166,4413,4112,-0.16,0.298565679,0.496328067,0.1,0.316070699,0.711627306,0.457947084,0.20204197,0.39644169,0.260935239,0.041535162,0.082046507,"eukaryotic translation initiation factor 3, subunit F"
chr9,20698792,20703034,-,Eif3g,1079,3643,3831,5705,5412,7290,5404,3320,3173,0.04,0.656301061,0.90945355,-0.2,0.871358778,1,-0.00698054,0.698609101,1,-0.24025307,0.544084228,0.784986355,"eukaryotic translation initiation factor 3, subunit G"
chr15,51618108,51697007,-,Eif3h,1236,6723,6598,12627,13869,12230,8579,5127,4962,-0.36,0.048586201,0.105399357,-0.08,0.883625981,1,0.250001382,0.601576178,0.906538087,0.278890176,0.034322998,0.068929977,"eukaryotic translation initiation factor 3, subunit H"
chr4,129269217,129277892,-,Eif3i,1120,6828,5771,7055,6787,8119,5771,5199,5002,-0.11,0.658983513,0.91251724,-0.69,0.01617023,0.086211547,0.252294146,0.869766223,1,-0.580785927,0.049193101,0.095581277,"eukaryotic translation initiation factor 3, subunit I"
chr7,29756391,29766833,-,Eif3k,781,4122,3310,7574,7745,7032,4549,2628,2275,-0.42,0.023163563,0.054542444,0.08,0.355181278,0.755552669,0.508374011,0.150003869,0.312121936,0.505406406,0.001464654,0.003741323,"eukaryotic translation initiation factor 3, subunit K"
chr15,78905652,78924830,+,Eif3l,1906,3446,3780,5361,5159,7855,5528,4399,4348,0.24,0.20987523,0.369871869,-0.5,0.037095272,0.162812865,-0.493041964,0.003188706,0.011228109,-0.735854249,0.000874245,0.002304611,"eukaryotic translation initiation factor 3, subunit L"
chr2,104839813,104857184,-,Eif3m,1240,3539,2521,4061,4193,3269,2479,1508,1606,-0.63,0.021685203,0.051456413,-0.22,0.679994066,1,1.089567184,0.009429945,0.029239403,0.407232662,0.059985458,0.114575889,"eukaryotic translation initiation factor 3, subunit M"
chr11,69480437,69485925,-,Eif4a1,1891,10623,10009,16932,15502,12573,8064,6343,5823,-0.74,0.000133518,0.000495601,-0.35,0.193811082,0.522707386,0.60289852,0.015989069,0.046570493,0.395280222,0.011368494,0.025064396,eukaryotic translation initiation factor 4A1
chr11,119149676,119161357,-,Eif4a3,1475,1307,1397,2800,2976,2943,1930,1450,1400,-0.24,0.064685513,0.134941698,-0.31,0.221842056,0.572146197,-0.29033386,0.076667801,0.178354324,-0.072785665,0.537047449,0.778358759,eukaryotic translation initiation factor 4A3
chr15,101904203,101927604,+,Eif4b,3869,5747,9157,15095,14381,22529,15522,8182,10222,0.26,0.226262116,0.393234488,0.13,0.865066925,1,-0.65062654,0.003645487,0.012627943,-0.137601639,0.298655191,0.473997585,eukaryotic translation initiation factor 4B
chr3,138189154,138220563,+,Eif4e,2890,1679,2298,7120,6987,3601,2589,1410,1450,-1.3,1.46E-11,1.32E-10,0.02,0.571099095,0.998220741,0.11066666,0.365429759,0.636382455,1.314148274,3.64E-13,2.38E-12,eukaryotic translation initiation factor 4E
chr13,54885363,54889819,+,Eif4e1b,1903,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,eukaryotic translation initiation factor 4E family member 1B
chr1,89110488,89137063,+,Eif4e2,4936,2853,3029,3835,3665,4859,2960,2266,2157,0.03,0.702895049,0.961747479,-0.23,0.271026558,0.649815042,0.191327193,0.506790966,0.82901731,-0.262333024,0.471770961,0.699606534,eukaryotic translation initiation factor 4E member 2
chr6,99575130,99616765,-,Eif4e3,2520,797,1135,914,875,1038,558,242,152,-0.13,0.230645639,0.399597782,0.76,0.00044141,0.004395191,1.571547838,1.12E-12,2.08E-11,0.889105219,3.15E-06,1.13E-05,eukaryotic translation initiation factor 4E member 3
chr8,28370798,28386128,+,Eif4ebp1,984,2491,2437,1899,2004,5296,3598,2171,1885,1.17,7.64E-07,3.96E-06,-0.05,0.58406698,1,0.057466464,0.989028319,1,-1.214871184,1.09E-05,3.70E-05,eukaryotic translation initiation factor 4E binding protein 1
chr10,60895244,60915417,-,Eif4ebp2,1789,431,1458,908,729,1794,1271,1770,2864,0.66,0.029961599,0.068553618,-1.32,2.09E-05,0.000298401,-2.180262611,1.16E-05,7.11E-05,-1.980312738,4.86E-10,2.47E-09,eukaryotic translation initiation factor 4E binding protein 2
chr18,36823713,36825978,+,Eif4ebp3,1154,1964,1648,2901,2674,1438,871,527,648,-1.32,2.21E-04,7.89E-04,0.11,0.876952948,1,1.755713219,0.00037333,0.001658927,1.43772368,0.00040774,0.001127679,eukaryotic translation initiation factor 4E binding protein 3
chr11,3102355,3144591,+,Eif4enif1,4251,1241,1517,3932,3061,2840,1606,1099,1078,-0.78,7.72E-05,0.000297276,0.03,0.94092213,1,0.034241227,0.816008932,1,0.817618135,0.00011526,0.000345943,eukaryotic translation initiation factor 4E nuclear import factor 1
chr16,20672821,20692956,+,Eif4g1,5450,6103,10391,10845,9583,28136,19821,18140,21247,1.06,1.52E-06,7.56E-06,-0.7,0.001837803,0.014696116,-1.712517996,3.07E-11,4.69E-10,-1.763069023,9.21E-15,6.80E-14,"eukaryotic translation initiation factor 4, gamma 1"
chr7,118211498,118226544,-,Eif4g2,7782,18909,25921,29347,28285,46638,33327,18373,25646,0.35,0.097853567,0.193425016,0.01,0.513277309,0.948669052,-0.09951541,0.212421571,0.412489749,-0.345481713,0.02115627,0.044350688,"eukaryotic translation initiation factor 4, gamma 2"
chr4,137549370,137762994,+,Eif4g3,6361,2414,2994,7415,5307,7806,3974,2380,1905,-0.24,0.250250812,0.428075141,0.38,0.078319901,0.282984221,-0.120626216,0.859802862,1,0.618353187,0.003734448,0.008913278,"eukaryotic translation initiation factor 4 gamma, 3"
chr5,135095745,135115198,-,Eif4h,2416,5754,7749,10410,9372,13269,8760,7162,7419,0.04,0.833995695,1,-0.45,0.021513899,0.1076158,-0.456764193,0.025764009,0.070194089,-0.481543967,0.012166789,0.026675111,eukaryotic translation initiation factor 4H
chr12,112776311,112784964,+,Eif5,3978,11371,13309,14474,12236,25625,18699,9013,11526,0.51,0.001610401,0.004899936,0.17,0.591873408,1,0.194286448,0.901373791,1,-0.337626311,0.008769125,0.01972841,eukaryotic translation initiation factor 5
chr11,69730213,69735460,-,Eif5a,2028,15649,16437,25245,25895,31529,22583,17218,16141,0.01,0.890582693,1,-0.46,0.139224304,0.421353407,-0.278821785,0.104511319,0.231538899,-0.469085458,0.179802077,0.30425224,eukaryotic translation initiation factor 5A
chr3,28680232,28697768,+,Eif5a2,4997,40,77,666,600,36,25,20,18,-4.45,6.61E-27,2.63E-25,-0.49,0.499036252,0.937255738,0.805386688,0.002646967,0.009534333,3.959696349,1.21E-22,1.52E-21,eukaryotic translation initiation factor 5A
chr1,38054854,38112424,+,Eif5b,7821,4899,6098,7562,7578,12382,7506,4122,4351,0.4,0.177637301,0.320992992,0.25,0.301510939,0.692129022,0.108107368,0.671788505,0.990270897,-0.145916174,0.754735988,1,eukaryotic translation initiation factor 5B
chr2,155645572,155652661,-,Eif6,1501,3133,3419,4248,3894,4883,3496,2416,2321,-0.11,0.777164647,1,-0.32,0.406814774,0.824269865,0.233881124,0.410303097,0.700826398,-0.207106075,0.584757223,0.825711874,eukaryotic translation initiation factor 6
chr18,73894691,73914133,-,Elac1,4975,386,645,993,615,960,521,338,376,-0.36,0.320593638,0.526879014,0.17,1,1,0.048906584,0.399503207,0.685553757,0.536788336,0.324753796,0.509297403,elaC ribonuclease Z 1
chr11,64792536,64815578,+,Elac2,2806,617,950,1197,850,1696,1154,1195,1104,0.18,0.065633129,0.136627904,-0.83,0.000614155,0.00585197,-1.094129025,3.14E-05,0.000177012,-1.015409326,1.74E-07,7.06E-07,elaC ribonuclease Z 2
