Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,Ensembl ID,Uniprot ID
Aen,current symbol,MGI:1915298,Aen,apoptosis enhancing nuclease,protein coding gene,ENSMUSG00000030609,Q9CZI9
Aes,current symbol,MGI:95806,Aes,amino-terminal enhancer of split,protein coding gene,ENSMUSG00000054452,P63002
AF251705,old symbol,MGI:2153249,Cd300c2,CD300C molecule 2,protein coding gene,ENSMUSG00000044811,Q7TSN2
AF366264,current symbol,MGI:2667157,AF366264,cDNA sequence AF366264,protein coding gene,ENSMUSG00000057116,G3X9P9
AF529169,current symbol,MGI:2667167,AF529169,cDNA sequence AF529169,protein coding gene,ENSMUSG00000039313,Q8K3V7
Afap1,current symbol,MGI:1917542,Afap1,actin filament associated protein 1,protein coding gene,ENSMUSG00000029094,Q80YS6
Afap1l1,rat synonym,MGI:1334416,Grpel2,"GrpE-like 2, mitochondrial",protein coding gene,ENSMUSG00000024580,O88396
Afap1l2,current symbol,MGI:2147658,Afap1l2,actin filament associated protein 1-like 2,protein coding gene,ENSMUSG00000025083,Q5DTU0
Aff1,current symbol,MGI:1100819,Aff1,"AF4/FMR2 family, member 1",protein coding gene,ENSMUSG00000029313,O88573
Aff2,current symbol,MGI:1202294,Aff2,"AF4/FMR2 family, member 2",protein coding gene,ENSMUSG00000031189,O55112
Aff3,current symbol,MGI:106927,Aff3,"AF4/FMR2 family, member 3",protein coding gene,ENSMUSG00000037138,P51827
Aff4,current symbol,MGI:2136171,Aff4,"AF4/FMR2 family, member 4",protein coding gene,ENSMUSG00000049470,Q9ESC8
Afg3l1,current symbol,MGI:1928277,Afg3l1,AFG3-like AAA ATPase 1,protein coding gene,ENSMUSG00000031967,Q920A7
Afg3l2,current symbol,MGI:1916847,Afg3l2,AFG3-like AAA ATPase 2,protein coding gene,ENSMUSG00000024527,Q8JZQ2
Afm,current symbol,MGI:2429409,Afm,afamin,protein coding gene,ENSMUSG00000029369,O89020
Afmid,current symbol,MGI:2448704,Afmid,arylformamidase,protein coding gene,ENSMUSG00000017718,Q8K4H1
Afp,current symbol,MGI:87951,Afp,alpha fetoprotein,protein coding gene,ENSMUSG00000054932,P02772
Aftph,current symbol,MGI:1923012,Aftph,aftiphilin,protein coding gene,ENSMUSG00000049659,Q80WT5
Aga,current symbol,MGI:104873,Aga,aspartylglucosaminidase,protein coding gene,ENSMUSG00000031521,Q64191
Agap1,current symbol,MGI:2653690,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",protein coding gene,ENSMUSG00000055013,Q8BXK8
Agap2,current symbol,MGI:3580016,Agap2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",protein coding gene,ENSMUSG00000025422,Q3UHD9
Agap3,current symbol,MGI:2183446,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",protein coding gene,ENSMUSG00000023353,Q8VHH5
Agbl1,current symbol,MGI:3646469,Agbl1,ATP/GTP binding protein-like 1,protein coding gene,ENSMUSG00000025754,Q09M05
Agbl2,current symbol,MGI:2443254,Agbl2,ATP/GTP binding protein-like 2,protein coding gene,ENSMUSG00000040812,Q8CDK2
Agbl3,current symbol,MGI:1923473,Agbl3,ATP/GTP binding protein-like 3,protein coding gene,ENSMUSG00000038836,Q8CDP0
Agbl4,current symbol,MGI:1918244,Agbl4,ATP/GTP binding protein-like 4,protein coding gene,ENSMUSG00000061298,Q09LZ8
Agbl5,current symbol,MGI:2441745,Agbl5,ATP/GTP binding protein-like 5,protein coding gene,ENSMUSG00000029165,Q09M02
Ager,current symbol,MGI:893592,Ager,advanced glycosylation end product-specific receptor,protein coding gene,ENSMUSG00000015452,Q62151
Agfg1,current symbol,MGI:1333754,Agfg1,ArfGAP with FG repeats 1,protein coding gene,ENSMUSG00000026159,Q8K2K6
Agfg2,current symbol,MGI:2443267,Agfg2,ArfGAP with FG repeats 2,protein coding gene,ENSMUSG00000029722,Q80WC7
Aggf1,current symbol,MGI:1913799,Aggf1,angiogenic factor with G patch and FHA domains 1,protein coding gene,ENSMUSG00000021681,Q7TN31
Agk,current symbol,MGI:1917173,Agk,acylglycerol kinase,protein coding gene,ENSMUSG00000029916,Q9ESW4
Agl,rat synonym,MGI:108384,Btg2,"B cell translocation gene 2, anti-proliferative",protein coding gene,ENSMUSG00000020423,Q04211
Agmat,current symbol,MGI:1923236,Agmat,agmatine ureohydrolase (agmatinase),protein coding gene,ENSMUSG00000040706,A2AS89
Agmo,current symbol,MGI:2442495,Agmo,alkylglycerol monooxygenase,protein coding gene,ENSMUSG00000050103,Q8BS35
Agpat1,current symbol,MGI:1932075,Agpat1,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",protein coding gene,ENSMUSG00000034254,O35083
Agpat2,current symbol,MGI:1914762,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)",protein coding gene,ENSMUSG00000026922,Q8K3K7
Agpat3,current symbol,MGI:1336186,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,protein coding gene,ENSMUSG00000001211,Q9D517
Agpat4,current symbol,MGI:1915512,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)",protein coding gene,ENSMUSG00000023827,Q8K4X7
